,index,npi,entity_code,full_zip,state,country,provider_type,medicare_participation_indicator,number_of_hcpcs,number_of_services,total_beneficiaries,total_submitted_charges,total_allowed_payment,total_medicare_payment,total_medicare_standardized_payment,avg_beneficiary_age,avg_hcc_risk_score,medicare_payment_per_person,submitted_charges_per_person,services_per_person,submitted_charges_per_service,medicare_payment_per_service,percentage_rate,region,subregion,total_pop,percent_black,percent_white,percent_native_amer,percent_hispanic,percent_other,percent_asian,percent_two_or_more_races,majority,payrate_level,ypred_rf
115546,700471,1639577091,O,71203,LA,US,Clinical Laboratory,Y,155,36407.0,4178,25589411.52,12280424.39,12034474.72,12034839.19,68,1.5065,2880.44,6124.8,8.71,702.87,330.55,0.4702911870636094,South,West South Central,39100.0,0.4690281329923274,0.4608695652173913,0.003017902813299233,0.03242966751918159,0.0002301790281329924,0.018593350383631715,0.015831202046035806,no_majority,high,low
115561,446274,1497808422,I,55433,MN,US,Neurosurgery,Y,60,252.0,79,183293.0,129772.76,94402.28,113592.28,65,1.6112,1194.97,2320.16,3.19,727.35,374.61,0.5150348349364133,Midwest,West North Central,34606.0,0.07166387331676588,0.8169970525342426,0.0015026296018031554,0.044558747038085884,0.0013581459862451598,0.03213315610009825,0.031006183898745883,majority_white,high,low
117033,228255,1558360206,I,32792,FL,US,Physician Assistant,Y,10,89.0,24,27275.0,14832.71,12399.65,11126.99,66,0.7794,516.65,1136.46,3.71,306.46,139.32,0.4546159486709441,South,South Atlantic,50991.0,0.08693691043517482,0.5787688023376675,0.0017257947480928007,0.2623992469259281,0.0018826851797376007,0.03837932184110922,0.028671726383087213,majority_white,high,low
118928,901013,1760723092,I,89113,NV,US,Nurse Practitioner,Y,28,249.0,75,210324.0,165710.61,129998.81,129913.7,72,1.6306,1733.32,2804.32,3.32,844.67,522.08,0.6180883303855005,West,Mountain,30626.0,0.0965519493241037,0.43636126167308825,0.000555083915627245,0.17230457780970418,0.0015346437667341476,0.22232743420623,0.06549990204401489,no_majority,high,low
119262,330995,1659807717,O,91335,CA,US,Ambulatory Surgical Center,Y,36,173.0,81,1486225.0,1052866.0,825554.05,753217.75,74,2.1009,10192.03,18348.46,2.14,8590.9,4771.99,0.5554704368450268,West,Pacific,80524.0,0.040869802791714274,0.2891932839898664,0.0025334061894590433,0.510021856837713,0.005836769161988972,0.13116586359346286,0.01978292186180517,majority_hispanic,high,low
120232,431812,1972952166,I,76051,TX,US,Nurse Practitioner,Y,6,34.0,12,132926.0,107665.79,83582.14,83534.72,69,1.6145,6965.18,11077.17,2.83,3909.59,2458.3,0.6287869942674872,South,West South Central,52454.0,0.032142448621649444,0.6483776261104968,0.004804209402524118,0.2294772562626301,0.0008769588591909102,0.058965951119075766,0.02535554962443284,majority_white,high,low
120390,915518,1992712244,I,39150,MS,US,Nurse Practitioner,Y,1,11.0,11,535.04,446.16,249.28,289.51,53,1.6061,22.66,48.64,1.0,48.64,22.66,0.4659090909090909,South,East South Central,5730.0,0.862652705061082,0.1280977312390925,0.00034904013961605586,0.0008726003490401396,0.0,0.008027923211169284,0.0,majority_black,high,low
122053,283533,1134323660,I,92270,CA,US,Oral Surgery (Dentist only),Y,8,259.0,110,523003.68,474025.11,364155.07,367652.92,73,0.9264,3310.5,4754.58,2.35,2019.32,1406.0,0.69627630535984,West,Pacific,18075.0,0.02240663900414937,0.8102351313969571,0.0038174273858921155,0.0982572614107884,0.0,0.049737206085753806,0.014273858921161824,majority_white,high,low
122529,587178,1831483866,I,11432,NY,US,Ophthalmology,Y,3,14.0,14,19500.0,10986.05,8613.04,7664.71,71,1.5776,615.22,1392.86,1.0,1392.86,615.22,0.4416943589743591,Northeast,Middle Atlantic,62053.0,0.14719675116432726,0.1293571624256684,0.0041416208724799775,0.2443395162200055,0.02675132547983176,0.4128567514866324,0.035002336712165405,no_majority,high,low
124482,703668,1841482445,I,70791,LA,US,Internal Medicine,Y,10,90.0,15,91933.6,74884.4,58009.86,58293.78,70,1.5788,3867.32,6128.91,6.0,1021.48,644.55,0.6309973720163248,South,West South Central,26719.0,0.4402859388450167,0.51061042703694,0.0,0.019012687600583854,0.003143830233167409,0.011751936823982932,0.015195179460309145,majority_white,high,low
125598,256871,1962951079,O,33186,FL,US,Clinical Laboratory,Y,26,938.0,138,519204.6,255499.91,250389.25,252531.8,69,1.7094,1814.41,3762.35,6.8,553.52,266.94,0.4822554538230209,South,South Atlantic,70614.0,0.04390064293199649,0.22198147676098226,0.0,0.6917041946356247,0.005027331690599598,0.027968957996997758,0.009417395983799249,majority_hispanic,high,low
126430,278247,1073760286,I,91602,CA,US,Oral Surgery (Dentist only),Y,15,109.0,47,96380.0,66176.26,50514.75,43170.58,73,1.0642,1074.78,2050.64,2.32,884.22,463.44,0.5241206681884208,West,Pacific,19358.0,0.06638082446533733,0.6451596239280918,0.001963012707924373,0.15301167475978925,0.000671556979026759,0.08280814133691497,0.04747391259427627,majority_white,high,low
128914,392490,1437107406,I,77083,TX,US,Optometry,Y,3,39.0,12,43139.0,40132.96,30808.66,32571.82,66,1.2977,2567.39,3594.92,3.25,1106.13,789.97,0.7141718630473586,South,West South Central,79996.0,0.2984899244962248,0.08437921896094805,0.0033376668833441678,0.3483299164958248,0.0005125256262813138,0.2491999599979999,0.01575078753937697,no_majority,high,low
130109,531347,1124103007,I,11021,NY,US,Plastic and Reconstructive Surgery,Y,41,327.0,82,284660.1,183764.88,143208.32,99975.74,76,1.3504,1746.44,3471.46,3.99,870.52,437.95,0.5030853287833456,Northeast,Middle Atlantic,18185.0,0.021831179543579875,0.687654660434424,0.002694528457519934,0.0638988177069013,0.004564201264778664,0.2061039318119329,0.013252680780863349,majority_white,high,low
130777,663350,1326236597,I,48084,MI,US,Nurse Practitioner,Y,8,33.0,29,49610.0,44812.49,35133.0,35106.17,77,2.3877,1211.48,1710.69,1.14,1503.33,1064.64,0.7081838339044547,Midwest,East North Central,15725.0,0.04718600953895072,0.5491255961844197,0.0025437201907790143,0.01888712241653418,0.010302066772655008,0.344610492845787,0.026391096979332274,majority_white,high,low
131559,426500,1902320468,I,78681,TX,US,Physician Assistant,Y,40,206.0,89,110964.82,77003.9,59312.48,59615.57,70,1.1503,666.43,1246.8,2.31,538.66,287.92,0.5345160745540793,South,West South Central,56959.0,0.05653189136045225,0.5891430678207131,0.0013518495760108148,0.22974420196983794,0.0020014396320160114,0.09420811460875368,0.026826313664214608,majority_white,high,low
131850,337121,1720359698,O,92618,CA,US,Clinical Laboratory,Y,3,5033.0,5000,16533588.44,10172871.67,9955292.82,9963084.5,71,0.8165,1991.06,3306.72,1.01,3285.04,1978.0,0.6021253556738467,West,Pacific,43316.0,0.026318219595530518,0.4201911533844307,0.0016622033428756115,0.08052451749930742,0.0055637639671253115,0.4240696278511405,0.04164742820205005,no_majority,high,low
132241,696940,1417270067,O,70526,LA,US,Clinical Laboratory,Y,7,695.0,315,46974.82,45074.13,34201.52,36880.64,73,1.1886,108.58,149.13,2.21,67.59,49.21,0.7280819809421302,South,West South Central,17989.0,0.2878425704597254,0.6471176830285175,0.00044471621546500646,0.047028739785424434,0.006448385124242593,0.001389738173328145,0.009172271943965755,majority_white,high,low
134788,1057136,1154487593,I,66207,KS,US,Oral Surgery (Dentist only),Y,10,91.0,49,72720.63,65723.76,50792.58,58861.57,75,2.0421,1036.58,1484.09,1.86,799.13,558.16,0.6984617707519859,Midwest,West North Central,14473.0,0.01361155254612036,0.8877910592137083,0.007462170938989844,0.05527534028881365,0.0,0.025495750708215296,0.010364126304152559,majority_white,high,low
135900,505583,1285037945,O,63303,MO,US,Clinical Laboratory,Y,34,551.0,55,23963.54,18113.4,17751.43,19135.71,56,1.7096,322.75,435.7,10.02,43.49,32.22,0.7407682671258086,Midwest,West North Central,47906.0,0.0687387801110508,0.8122155888615205,0.0015446916878887821,0.04147705924101365,0.0038617292197219545,0.039765373857136896,0.03239677702166743,majority_white,high,low
138593,647353,1912964008,I,7960,NJ,US,Neurosurgery,Y,44,831.0,439,616554.86,359453.38,272758.58,268587.21,74,1.127,621.32,1404.45,1.89,741.94,328.23,0.4423914199622074,Northeast,Middle Atlantic,44907.0,0.06321954261028348,0.6971964281737814,0.00013360945954973608,0.1681697730866012,0.0002226824325828936,0.05164005611597301,0.01941790812122832,majority_white,high,low
142117,276378,1053552893,I,91767,CA,US,Diagnostic Radiology,Y,32,625.0,587,141930.0,87296.8,82641.09,80416.82,67,1.1213,140.79,241.79,1.06,227.09,132.23,0.5822665398435849,West,Pacific,50264.0,0.08347922966735635,0.1442981060003183,0.004098360655737704,0.674319592551329,0.000994747731975171,0.07587935699506605,0.015557854528091676,majority_hispanic,high,low
143668,535095,1174069785,I,12208,NY,US,Certified Registered Nurse Anesthetist (CRNA),Y,20,154.0,129,59632.32,33166.2,26029.04,23575.18,72,1.1722,201.78,462.27,1.19,387.22,169.02,0.4364921572731029,Northeast,Middle Atlantic,21896.0,0.10376324442820606,0.6680215564486665,0.0001370113262696383,0.07736572890025575,0.006256850566313482,0.1149981731823164,0.029457435147972232,majority_white,high,low
148138,335705,1710127774,O,95841,CA,US,Ambulatory Surgical Center,Y,35,1619.0,1166,4516960.03,2833882.1,2208076.41,1697250.83,73,1.3386,1893.72,3873.89,1.39,2789.97,1363.85,0.4888412550331999,West,Pacific,20586.0,0.09773632565821433,0.5604294180511027,0.0073350820946274185,0.19391819683279896,0.0,0.07393374137763528,0.062226756047799474,majority_white,high,low
148654,418706,1790746824,I,77429,TX,US,Podiatry,Y,90,1591.0,359,684724.0,520910.8,415244.99,404502.34,74,1.9122,1156.67,1907.31,4.43,430.37,261.0,0.6064414128904493,South,West South Central,88344.0,0.08430680068821877,0.6134881825590872,0.0010527030698179842,0.1918749434030608,0.0014036040930906456,0.08894774970569591,0.01892601648102871,majority_white,high,low
152056,368232,1093039539,I,75702,TX,US,Diagnostic Radiology,Y,152,29698.0,8463,2168742.0,1090268.49,942853.35,969493.14,75,1.2119,111.41,256.26,3.51,73.03,31.75,0.4347466641951878,South,West South Central,27766.0,0.4065763883886768,0.12011092703306205,0.0029532521789238635,0.4602391413959519,0.0023409925808542823,0.002665130015126413,0.00511416840740474,no_majority,high,low
154438,179191,1407946916,I,80907,CO,US,Diagnostic Radiology,Y,164,3794.0,2155,687980.38,387889.25,300982.74,303363.09,73,1.4599,139.67,319.25,1.76,181.33,79.33,0.4374873888118728,West,Mountain,28897.0,0.031179707236045264,0.7248849361525418,0.005640723950583106,0.1882548361421601,0.002699242135861854,0.01910232896148389,0.02796138007405613,majority_white,high,low
154662,640183,1710063797,I,7057,NJ,US,Physical Medicine and Rehabilitation,Y,9,127.0,27,91279.0,63727.03,49222.87,50921.85,61,0.8383,1823.07,3380.7,4.7,718.73,387.58,0.5392573319164321,Northeast,Middle Atlantic,11580.0,0.035837651122625214,0.7540587219343696,0.000690846286701209,0.1346286701208981,0.0008635578583765112,0.07089810017271157,0.003022452504317789,majority_white,high,low
155281,921454,1508118183,O,52002,IA,US,Independent Diagnostic Testing Facility (IDTF),Y,2,30.0,24,20150.0,17849.82,13394.06,14615.12,63,2.0186,558.09,839.58,1.25,671.67,446.47,0.6647176178660049,Midwest,West North Central,16729.0,0.01434634467093072,0.9320939685575946,0.0007770936696754137,0.011716181481260086,0.0,0.026421184768964073,0.01464522685157511,majority_white,high,low
156556,706312,1013172105,I,38138,TN,US,Ophthalmology,Y,37,3100.0,639,2608295.0,1548788.88,1210989.97,1218091.16,75,1.5123,1895.13,4081.84,4.85,841.39,390.64,0.4642841281373464,South,East South Central,24972.0,0.05005606279032517,0.8420230658337338,0.0,0.029473009770943456,0.0003604036520903412,0.06295050456511292,0.015136953387794331,majority_white,high,low
156995,542886,1275531931,I,11102,NY,US,Critical Care (Intensivists),Y,7,75.0,46,58470.0,40211.05,31426.2,26557.38,70,1.7508,683.18,1271.09,1.63,779.6,419.02,0.53747562852745,Northeast,Middle Atlantic,30800.0,0.08633116883116883,0.4295129870129871,0.0007792207792207793,0.30753246753246755,0.007759740259740259,0.15097402597402598,0.01711038961038961,no_majority,high,low
159011,74560,1114227931,I,44119,OH,US,Nurse Practitioner,Y,14,205.0,177,54918.0,25902.21,25766.79,24427.33,75,1.1938,145.58,310.27,1.16,267.89,125.69,0.4691866054845406,Midwest,East North Central,13108.0,0.5200640830027464,0.3958651205370766,0.0009917607567897467,0.008086664632285627,0.03936527311565456,0.0,0.035627097955447065,majority_black,high,low
161745,1011927,1013991892,I,35406,AL,US,Orthopedic Surgery,Y,130,2335.0,347,764624.0,469252.22,360832.46,411245.98,68,1.1973,1039.86,2203.53,6.73,327.46,154.53,0.4719083628031556,South,East South Central,17190.0,0.07835951134380452,0.8381035485747528,0.0009889470622454915,0.03036649214659685,0.0,0.05008726003490401,0.0020942408376963357,majority_white,high,low
165200,431861,1982021564,O,78738,TX,US,Clinical Laboratory,Y,1,906.0,896,1354470.0,812682.0,634035.14,634035.14,70,1.0596,707.63,1511.69,1.01,1495.0,699.82,0.4681057092442063,South,West South Central,15589.0,0.013855924049008915,0.7885688626595676,0.0,0.10411187375713644,0.0010263647443710306,0.07633587786259542,0.016101096927320546,majority_white,high,low
165494,1039925,1528240421,O,53182,WI,US,Ambulance Service Provider,Y,2,17.0,12,8050.0,6596.42,5171.56,5298.27,71,3.1458,430.96,670.83,1.42,473.53,304.21,0.6424298136645963,Midwest,East North Central,9719.0,0.023047638645951232,0.8973145385327709,0.0023664986109682064,0.05309188188085194,0.0,0.0014404774153719518,0.02273896491408581,majority_white,high,low
166066,392229,1427249614,I,78414,TX,US,Diagnostic Radiology,Y,130,7230.0,2832,955813.5,501869.06,436879.87,454859.66,72,1.2485,154.27,337.5,2.55,132.2,60.43,0.4570764798781352,South,West South Central,39642.0,0.033474597648958174,0.3583825235860956,0.0012108369910700776,0.5355935623833308,0.0004036123303566924,0.05728772514000303,0.013066949195297916,majority_hispanic,high,low
167807,60079,1790004695,O,60010,IL,US,Independent Diagnostic Testing Facility (IDTF),Y,3,50.0,15,100038.0,78905.11,61704.26,61659.92,64,1.8302,4113.62,6669.2,3.33,2000.76,1234.09,0.6168082128791059,Midwest,East North Central,46087.0,0.00989433028836765,0.8102935751947404,0.0002820752055894287,0.03825373749647406,0.0011933951005706595,0.12482912751969102,0.012237724304033677,majority_white,high,low
172437,307578,1407183205,I,90211,CA,US,Oral Surgery (Dentist only),Y,17,169.0,52,406865.0,243128.63,187731.43,160721.64,71,1.0552,3610.22,7824.33,3.25,2407.49,1110.84,0.4614096321875806,West,Pacific,7969.0,0.03726941899861965,0.7116325762329025,0.0,0.094993098255741,0.002886183962856067,0.1306311958840507,0.02258752666583009,majority_white,high,low
173986,997127,1346242880,I,85004,AZ,US,Certified Registered Nurse Anesthetist (CRNA),Y,30,173.0,171,62645.55,52104.44,40880.34,41823.92,74,1.2358,239.07,366.35,1.01,362.11,236.3,0.6525657448932924,West,Mountain,6552.0,0.06456043956043958,0.5804334554334555,0.010225885225885226,0.27258852258852256,0.004884004884004884,0.052655677655677656,0.014652014652014654,majority_white,high,low
174178,427854,1922102250,I,77375,TX,US,Physician Assistant,Y,13,1002.0,145,424599.0,253566.51,195483.84,195229.77,71,1.0567,1348.16,2928.27,6.91,423.75,195.09,0.4603963739905181,South,West South Central,52785.0,0.11264563796533104,0.5287108079946955,0.006630671592308421,0.28428530832622906,0.0004546746234725776,0.05012787723785166,0.017145022260111775,majority_white,high,low
174202,1032375,1225015316,I,54601,WI,US,Anesthesiology,Y,30,64.0,52,23243.75,12903.82,10116.64,10466.96,70,1.4051,194.55,447.0,1.23,363.18,158.07,0.4352413014251143,Midwest,East North Central,50761.0,0.021492878390890643,0.9119402691042336,0.0030929256712830715,0.02263548787454936,0.0002955024526703572,0.023817497685230792,0.016725438821142215,majority_white,high,low
175025,250198,1871559856,I,32224,FL,US,Diagnostic Radiology,Y,61,3686.0,1126,1623771.48,1359107.34,1040565.19,1078657.49,73,2.0026,924.13,1442.07,3.27,440.52,282.3,0.6408322863263985,South,South Atlantic,43751.0,0.053964480811867166,0.7150922264633951,0.003519919544696121,0.12831706703846768,0.00180567301318827,0.0463760828323924,0.050924550295993236,majority_white,high,low
175084,996095,1295833515,I,85260,AZ,US,Neurosurgery,Y,56,349.0,87,341444.0,191047.61,148257.04,156402.12,72,2.2292,1704.1,3924.64,4.01,978.35,424.81,0.4342060191422313,West,Mountain,38934.0,0.020008219037345253,0.8267581034571326,0.002902347562541737,0.0682693789489906,0.0002568449170390918,0.0657522987620075,0.015564801972568963,majority_white,high,low
175959,1010847,1962616151,I,85501,AZ,US,General Practice,Y,9,2077.0,146,1267676.0,931462.87,739457.67,743529.63,64,1.4447,5064.78,8682.71,14.23,610.34,356.02,0.5833175590608326,West,Mountain,13020.0,0.005913978494623657,0.5347926267281106,0.034869431643625194,0.3877112135176651,0.0,0.007526881720430108,0.02918586789554532,majority_white,high,low
179705,62741,1851317614,O,60543,IL,US,Ambulatory Surgical Center,Y,68,894.0,448,664468.35,639784.19,498777.75,487144.01,72,1.3193,1113.34,1483.19,2.0,743.25,557.92,0.7506418477268331,Midwest,East North Central,40027.0,0.03892372648462288,0.7459464861218678,0.0012491568191470757,0.15554500712019387,0.0,0.040497664076748194,0.01783795937742024,majority_white,high,low
181274,24850,1023234143,I,60643,IL,US,Gastroenterology,Y,12,95.0,59,43721.41,26774.43,21719.48,21146.12,70,0.8320000000000001,368.13,741.04,1.61,460.23,228.63,0.4967698891687162,Midwest,East North Central,49870.0,0.7333667535592541,0.20328855023059955,0.0005614597954682174,0.03306597152596751,0.005133346701423703,0.0036294365349909775,0.020774012432324043,majority_black,high,low
184751,1006755,1780611855,I,85259,AZ,US,General Surgery,Y,22,78.0,31,93098.82,59232.73,44403.33,47256.69,56,7.6565,1432.37,3003.19,2.52,1193.57,569.27,0.4769483651887317,West,Mountain,23124.0,0.017081819754367757,0.8059591766130427,0.0010811278325549214,0.07079225047569625,0.0,0.08000345960906417,0.025082165715274173,majority_white,high,low
185825,617965,1053352534,I,7601,NJ,US,Thoracic Surgery,Y,44,225.0,89,217934.04,161087.74,124951.47,120741.47,77,2.6764,1403.95,2448.7,2.53,968.6,555.34,0.5733453571548529,Northeast,Middle Atlantic,44381.0,0.22586241860255515,0.2673891980802596,0.0008787544219373155,0.3809513079921588,0.0034699533584191433,0.1078164079223091,0.01363195962236092,no_majority,high,low
186868,1056468,1093761421,I,67801,KS,US,Certified Registered Nurse Anesthetist (CRNA),Y,13,25.0,25,8150.27,5020.02,3935.61,3928.46,69,0.9139,157.42,326.01,1.0,326.01,157.42,0.4828809352328205,Midwest,West North Central,30842.0,0.02126969716620193,0.3420984371960314,0.003209908566240841,0.6015174113222229,0.0006484663770183516,0.016406199338564294,0.014266260294403737,majority_hispanic,high,low
193285,525294,1043537756,I,10028,NY,US,Otolaryngology,Y,43,400.0,149,194341.32,108938.21,83548.23,77117.28,76,1.2361,560.73,1304.3,2.68,485.85,208.87,0.4299046131826211,Northeast,Middle Atlantic,47793.0,0.00820203795534911,0.8094909296340468,0.0002092356621262528,0.07392295942920511,0.0,0.0942815893540895,0.013893247965183186,majority_white,high,low
195104,345101,1811380587,I,92660,CA,US,Anesthesiology,Y,7,105.0,18,384577.0,259376.74,203064.14,197931.97,79,1.4798,11281.34,21365.39,5.83,3662.64,1933.94,0.5280194603421422,West,Pacific,36906.0,0.006773966292743727,0.8089470546794559,0.0003793421123936487,0.083157210209722,0.002384436135045792,0.08269658050181543,0.015146588630574975,majority_white,high,low
197789,627093,1326057183,I,7657,NJ,US,Oral Surgery (Dentist only),Y,28,323.0,145,182855.0,104380.17,79981.9,100338.79,75,1.5727,551.6,1261.07,2.23,566.11,247.62,0.4374061414782204,Northeast,Middle Atlantic,11248.0,0.011024182076813657,0.364775960170697,0.0037339971550497866,0.2999644381223329,0.0039118065433854906,0.29783072546230444,0.018758890469416784,no_majority,high,low
198679,564659,1558309112,I,10022,NY,US,Anesthesiology,Y,3,148.0,140,61075.0,34443.65,26368.72,23888.1,71,0.6659999999999999,188.35,436.25,1.06,412.67,178.17,0.4317432664756447,Northeast,Middle Atlantic,31125.0,0.011983935742971888,0.7878232931726907,0.001991967871485944,0.05416867469879518,0.0016706827309236948,0.12212048192771086,0.02024096385542169,majority_white,high,low
205338,361894,1003044322,I,75231,TX,US,Vascular Surgery,Y,91,923.0,311,2678326.72,1725760.57,1350917.3,1339275.88,72,2.983,4343.79,8611.98,2.97,2901.76,1463.62,0.5043885385275176,South,West South Central,41072.0,0.2580833657966498,0.2849629918192442,0.0003408648227502922,0.3399152707440592,0.0018260615504479933,0.09015874561745227,0.024712699649396184,no_majority,high,low
205842,558108,1467626804,I,10567,NY,US,Physician Assistant,Y,20,124.0,117,41268.61,28293.27,21947.63,17904.91,73,1.3176,187.59,352.72,1.06,332.81,177.0,0.5318238244515626,Northeast,Middle Atlantic,20563.0,0.04678305694694354,0.6634245975781744,0.0005349413996012255,0.23386665369839035,0.0043767932694645725,0.02796284588824588,0.023051111219180083,majority_white,high,low
206487,1009354,1891814034,I,85259,AZ,US,General Surgery,Y,55,173.0,76,210799.75,136881.91,104782.71,113908.03,64,5.2843,1378.72,2773.68,2.28,1218.5,605.68,0.4970722688238482,West,Mountain,23124.0,0.017081819754367757,0.8059591766130427,0.0010811278325549214,0.07079225047569625,0.0,0.08000345960906417,0.025082165715274173,majority_white,high,low
208616,366067,1053850156,O,75234,TX,US,Clinical Laboratory,Y,3,130.0,108,134330.0,59077.65,57896.15,57896.15,76,1.1886,536.08,1243.8,1.2,1033.31,445.36,0.43099940445172336,South,West South Central,33737.0,0.04718854669946943,0.3724101135252097,0.0022823606129768505,0.4876841450040015,0.0007706672199662093,0.06790763849779173,0.021756528440584517,no_majority,high,low
211693,302964,1346785177,O,90041,CA,US,Independent Diagnostic Testing Facility (IDTF),Y,2,740.0,407,701600.0,558317.92,435489.27,388446.07,68,2.1665,1070.0,1723.83,1.82,948.11,588.5,0.6207087656784492,West,Pacific,29516.0,0.018566201382301133,0.29760130098929394,0.0011180376744816367,0.3654627998373763,0.004201111261688576,0.2843203686136333,0.024596828838596017,no_majority,high,low
211902,258898,1992913941,I,33916,FL,US,Diagnostic Radiology,Y,42,9002.0,4164,1154449.0,885041.0,666024.69,626798.88,75,2.2932,159.95,277.25,2.16,128.24,73.99,0.5769199765429222,South,South Atlantic,23438.0,0.42789487157607303,0.2613277583411554,0.0,0.2864578888983701,0.011903746053417529,0.0008533151292772421,0.01156242000170663,no_majority,high,low
213188,321162,1558360966,I,92708,CA,US,General Surgery,Y,27,147.0,70,203450.0,118678.44,92536.87,92076.35,75,2.3015,1321.96,2906.43,2.1,1384.01,629.5,0.4548383878102728,West,Pacific,57416.0,0.00595652779712972,0.4459209976313223,0.0013062560958617807,0.17096279782638985,0.0013410895917514284,0.3411766754911523,0.030531559147276018,no_majority,high,low
213968,192666,1033214325,I,34691,FL,US,Medical Oncology,Y,32,4601.0,316,2722862.92,2609487.35,2044093.57,2044634.51,66,2.6952,6468.65,8616.65,14.56,591.8,444.27,0.7507148284938266,South,South Atlantic,20473.0,0.05050554388707078,0.7916768426708347,0.001611879060225663,0.13276022077858646,0.00029306892004102964,0.013432325501880523,0.009280515801299271,majority_white,high,low
76300,370425,1124005335,O,77014,TX,US,Clinical Laboratory,Y,19,58.0,21,3310.0,570.8,559.33,559.33,67,0.9032,26.63,157.62,2.76,57.07,9.64,0.16898187311178248,South,West South Central,36455.0,0.4679193526265258,0.05623371279659855,0.0,0.3623096968865725,0.0012618296529968455,0.09502125908654506,0.009600877794541215,no_majority,low,very high
97690,1115169,1932127982,O,99701,AK,US,Clinical Laboratory,Y,13,1402.0,663,55198.11,10213.51,10009.82,10009.82,70,0.9058,15.1,83.26,2.11,39.37,7.14,0.18134352788528446,West,Pacific,17510.0,0.0693889206167904,0.5849800114220446,0.12844089091947458,0.07327241576242148,0.0,0.03597944031981725,0.10542547115933752,majority_white,low,very high
98046,36191,1275020992,O,62901,IL,US,Clinical Laboratory,Y,3,44.0,19,1303.2,216.05,211.74,211.74,47,0.7503,11.14,68.59,2.32,29.62,4.81,0.16247697974217312,Midwest,East North Central,26217.0,0.2485410230003433,0.6154403631231644,0.001411298012739825,0.055612770339855816,0.0058740511881603535,0.047259411832017394,0.02586108250371896,majority_white,low,very high
466,640352,1710390471,I,8540,NJ,US,Nurse Practitioner,Y,11,89.0,17,5359.0,2279.58,1060.81,1037.46,80,1.7065,62.4,315.24,5.24,60.21,11.92,0.1979492442619892,Northeast,Middle Atlantic,48968.0,0.04402875347165496,0.590487665414148,0.0,0.043620323476556117,0.001654141480150302,0.2986644339160268,0.021544682241463813,majority_white,low,high
627,1091037,1427412477,O,24740,WV,US,Clinical Laboratory,Y,4,60.0,44,9367.83,778.63,763.01,763.01,54,1.2268,17.34,212.91,1.36,156.13,12.72,0.08145002631345788,South,South Atlantic,30672.0,0.02484350547730829,0.932935576421492,0.0012389149713093375,0.014019300991131977,0.0,0.011378455920709442,0.015584246218049037,majority_white,low,high
797,86120,1376039388,I,43160,OH,US,Nurse Practitioner,Y,6,30.0,28,1324.0,279.25,229.5,264.89,66,0.7723,8.2,47.29,1.07,44.13,7.65,0.17333836858006044,Midwest,East North Central,21854.0,0.018028736158140383,0.930630548183399,0.0,0.017022055458954882,0.0013727464079802325,0.011942893749428023,0.021003020042097555,majority_white,low,high
944,973086,1639151525,I,46143,IN,US,Family Practice,Y,11,164.0,84,15262.0,8464.24,3097.06,3591.12,76,1.2838,36.87,181.69,1.95,93.06,18.88,0.2029262219892544,Midwest,East North Central,56217.0,0.03804898874006084,0.8368287172919223,0.0007471049682480389,0.04359891136133198,0.0010672928117829127,0.07037017272355338,0.009338812103100485,majority_white,low,high
2397,422910,1851395503,I,77627,TX,US,Family Practice,Y,20,367.0,84,38114.0,13626.38,7005.52,7692.48,75,1.4112,83.4,453.74,4.37,103.85,19.09,0.18380437634465027,South,West South Central,21636.0,0.02689961175818081,0.7974671843224256,0.0,0.13454427805509336,0.0,0.029903863930486226,0.011185061933814014,majority_white,low,high
3157,427030,1912126913,I,77039,TX,US,Family Practice,Y,3,49.0,11,1900.0,1684.8,0.0,0.0,54,1.0699,0.0,172.73,4.45,38.78,0.0,0.0,South,West South Central,28385.0,0.07613175973225295,0.05108331865421878,0.009829135106570372,0.8548176853972168,0.00035229874933943986,0.0063061476131759725,0.0014796547472256474,majority_hispanic,low,high
3296,1039149,1497719074,I,53711,WI,US,"Psychologist, Clinical",Y,8,1862.0,77,157601.0,21104.92,15550.92,16148.67,63,1.2553,201.96,2046.77,24.18,84.64,8.35,0.09867272415784163,Midwest,East North Central,49660.0,0.05686669351590817,0.7622029802658075,0.002013693113169553,0.09498590414820783,0.00022150624244865084,0.04983890455094644,0.03387031816351188,majority_white,low,high
3730,282381,1124105754,I,91730,CA,US,Family Practice,Y,8,102.0,26,4210.0,749.74,712.54,678.86,69,1.9780000000000002,27.41,161.92,3.92,41.27,6.99,0.16924940617577194,West,Pacific,71422.0,0.12581557503290305,0.2958892218084064,0.008008736803785948,0.4149141721038336,0.0019461790484724595,0.11761082019545802,0.030186777183500883,no_majority,low,high
4255,204898,1215091715,I,32137,FL,US,Nurse Practitioner,Y,15,71.0,46,4360.0,807.45,649.33,642.38,64,1.5431,14.12,94.78,1.54,61.41,9.15,0.14892889908256882,South,South Atlantic,43813.0,0.07563965033209323,0.7584050396001187,0.001780293520188072,0.10939675438796703,0.002830210211581037,0.03772852806244722,0.014219523885604731,majority_white,low,high
